name,email,phone,company,phone_cleaned,email_valid
Elizabeth Dougherty,elizabeth.dougherty@roberson.com,667 913 0242,Smith Inc Systems,6679130242,True
Misty Robertson,misty.robertson@peters.com,844-558-1999,Gordon-Edwards Inc,8445581999,True
Shane Duarte,shane.duarte@schmidt-cochran.com,447-257-8791x2293,Navarro-Hahn Services,44725787912293,True
Paula Richardson,paula.richardson@bowman.org,9606740096,Crawford Group Ltd,9606740096,True
Gregory King,gregory.king@cruz.info,372-883-8793x2982,"Rodriguez, Clements and Gray Systems",37288387932982,True
Jeffrey Cunningham,jeffrey.cunningham@reyes.net,882.594.2151x230,"Hunter, Garcia and Fritz Group",8825942151230,True
Katrina Rodgers,katrina.rodgers@hubbard.com,+1-499-571-9495x68205,Hunt-Buchanan Ltd,+1499571949568205,True
Nancy Young,nancy.young@fitzgerald.com,591 790 5041,Jordan-Jordan,5917905041,True
James Vazquez,james.vazquez@gutierrez-mcmillan.info,+1 922 668 3749x2618,Warner-Holloway LLC,+192266837492618,True
Cory Proctor,cory.proctor@becker-herrera.com,+1 447 853 5250x9068,Martin-Miller,+144785352509068,True
Jeffrey Reed,jeffrey.reed@robinson.com,736-636-6651,Vasquez Group,7366366651,True
Anthony Chen,anthony.chen@martinez.com,+1-571-381-3313x745,"Hall, Clark and Hicks",+15713813313745,True
Ronald Hood,ronald.hood@hall.com,958-538-8195,Haley-Rowe Corp,9585388195,True
Omar Gonzalez,omar@invalid-domain,777284 7883x11718,Garcia and Sons Corp,777284788311718,False
Lisa Mendoza,lisa@invalid-domain,(213)382-1872x4152,Carpenter Inc,21338218724152,False
John Martin,john.martin@medina.com,597 276 8607x28519,"Brown, Orozco and Adams Inc",597276860728519,True
Michael Ford,michael.ford@bell-mayo.com,001-510-470-4327x94290,"Matthews, Rose and Jackson Technologies",001510470432794290,True
Clinton Zamora,clinton.zamora@harrison.net,(796)277.3884,Hines LLC Solutions,7962773884,True
Joshua Floyd,joshua.floyd@floyd.net,697.738.8462x01921,Ferguson-Williams Technologies,697738846201921,True
Zachary Roy,zachary.roy@bond-cole.com,+1-887-949-5682x3142,Rodriguez and Sons Technologies,+188794956823142,True
Justin Davis,justin.davis@long.com,+1-656-730-8763x47944,Bradford-Young Group,+1656730876347944,True
Katherine Gallegos,katherine.gallegos@diaz.com,3457289715,"Moore, Wilkinson and Davis",3457289715,True
Daniel Little,daniel.little@jones.org,+1.529.824.9195x7021,Miller Inc Services,+152982491957021,True
Brian Rice,brian.rice@holder.biz,001-576-849-5632x11964,Stokes PLC Ltd,001576849563211964,True
Joseph Clark,joseph.clark@peters.net,343.612.2282x3708,Bean LLC,34361222823708,True
Tiffany Cook,tiffany.cook@williams-king.com,001-482-917-6661x6571,Phillips-Gonzalez Corp,00148291766616571,True
William Pierce,william.pierce@smith.org,979.896.4737x50244,"Evans, Nichols and Vincent Systems",979896473750244,True
David Dixon,david.dixon@robinson.info,(394)823-4374x2579,James Inc LLC,39482343742579,True
Christopher Hayes,christopher.hayes@miller.com,733-250-8089,Allen LLC,7332508089,True
Anna Tate,anna.tate@bennett.com,+1.820.269.6349x56508,Graham-Hall,+1820269634956508,True
Zachary Shaw,zachary.shaw@harrington-gray.com,647.930.2608,Valdez and Sons,6479302608,True
Doris Martin,doris.martin@williams.com,217-859-8621,Williams-Ruiz,2178598621,True
Gregory Thomas,gregory..thomas@stout-love.com,+1 494 827 6891x506,Frank-Ramirez,+14948276891506,True
Hannah Matthews,hannah.matthews@ward-raymond.com,808.734.2023,Smith-Poole,8087342023,True
Matthew Wood,matthew.wood@lang-garcia.com,369.249.2975,"Hill, Johnson and Rodriguez Ltd",3692492975,True
Ryan Moran,ryan .moran @obrien .com,001 987 996 6572x18522,Pollard Ltd,001987996657218522,False
Lydia Carter,lydia.carter@owen-smith.com,(582)877.5946x681,Marquez Group,5828775946681,True
Samuel Ramirez,samuel.ramirez@wilkins.com,(525)919-9115,Clark Inc,5259199115,True
Amanda Williams,amanda.williams@phillips.info,525-289-6449x1939,Rios and Sons,52528964491939,True
Adam Patel,adam.patel@butler.biz,714.435.2153,Ritter-Shields,7144352153,True
Angela Gomez,angela.gomez@rogers.net,+1-255-880-1088x32177,Lopez Group,+1255880108832177,True
Christina Mccall,christina.mccall@stevenson.info,+1.486.807.0303,"Shelton, Smith and Duke Group",+14868070303,True
Jennifer Mcgrath,jennifer.mcgrath@webb-mckinney.com,449.771.2177x0575,"Ramirez, Coffey and Adams",44977121770575,True
Samantha Martin,samantha.martin@taylor.biz,001-860-215-8336x25874,Dean-Spencer,001860215833625874,True
James Garcia,james.garcia@lawson-marsh.com,001 690 751 5844x960,Miller LLC Technologies,0016907515844960,True
Charles Floyd,charles.floyd@walters.info,967-453-8326x16730,Wilson-Rodriguez,967453832616730,True
Eric Ramirez,eric.ramirez@daniels.com,+1.768.407.3638x6573,Grant-Wheeler LLC,+176840736386573,True
Courtney Alexander,courtney.alexander@ramirez.net,275-627-7270x74069,Miller Inc,275627727074069,True
Joseph Werner,joseph.werner@kelly.com,(787)661-7885x623,Davis Ltd Technologies,7876617885623,True
Nicole Johnson,nicole.johnson@rodriguez-smith.net,344.908.1992,"Newman, Duncan and Miller",3449081992,True
Adam Thomas,adam@invalid-domain,662.849.1657x953,Lawrence and Sons,6628491657953,False
Angela Gonzalez,angela.gonzalez@keller.info,+1-780-920-8538,"Cole, Goodman and Dawson",+17809208538,True
Michael Phillips,michael.phillips@palmer.org,8346987911,Olsen Inc Ltd,8346987911,True
Steven Morrison,steven.morrison@valdez.info,(474)532-4261x2668,Ryan-Ward,47453242612668,True
Erin Hall,erin@invalid-domain,986-402-3469,"Richardson, Hall and Fox Systems",9864023469,False
Jessica Mercer,jessica.mercer@black.org,907230 3367,Collins PLC LLC,9072303367,True
Robert Vaughn,robert.vaughn@johnston.com,001-252-750-0196x7799,"Cox, Fletcher and Oconnell Ltd",00125275001967799,True
Christopher Baxter,christopher.baxter@robinson-walker.biz,(405)980.3854,Hodges-Stanley Systems,4059803854,True
Alex Miller,alex.miller@james.com,+1-480-695-1933,Armstrong-Reynolds,+14806951933,True
Megan Evans,megan.evans@burns.org,+1-200-903-4699x69311,Graham-Thomas,+1200903469969311,True
Richard White,richard.white@james.com,+1-919-707-7776x2610,Anderson-Huff Group,+191970777762610,True
Mark Olson,mark.olson@johnson.com,680.718.2803,Collins Ltd Ltd,6807182803,True
Katherine Richards,katherine.richards@miller.com,(465)941-8318,"Buckley, Brown and Brown Inc",4659418318,True
Brian Oneal,brian.oneal@barnes-edwards.com,417 335 9385x59054,"Huynh, Thompson and Neal",417335938559054,True
Haley Allison,haley.allison@perez.com,001 548 879 1019,Fleming Ltd Corp,0015488791019,True
Mikayla Mcgrath,mikayla.mcgrath@flores-lee.com,(977)987.0621,Hart Group Systems,9779870621,True
Carla Knight,carla.knight@adams-hodges.com,2784918902,Taylor-Hall,2784918902,True
Austin Stone,austin.stone@lee.com,702.875.7968,George-Alexander,7028757968,True
Michele Obrien,michele.obrien@pena-warner.net,(304)864-4896x138,"Colon, Cameron and Lopez",3048644896138,True
Julie Dawson,julie..dawson@flores.com,589.919.1651,"Haynes, Warren and Skinner Systems",5899191651,True
Joseph Cole,joseph.cole@dominguez.com,939 377 4464x38935,Galvan-Perry Systems,939377446438935,True
Spencer Hernandez,spencer.hernandez@holmes-wolfe.com,+1 646 835 6054x707,Flowers LLC,+16468356054707,True
Michael Kelley,michael.kelley@lindsey.org,8127067651,Smith Ltd,8127067651,True
Bruce Randall,bruce.randall@rodriguez-wright.com,960 986 8110,Moreno PLC,9609868110,True
Cindy Romero,cindy.romero@bruce.com,+1-977-358-0222x1264,Espinoza Group,+197735802221264,True
Rebecca Perkins,rebecca.perkins@thomas-rodriguez.com,385.712.4207x8358,Clark PLC Corp,38571242078358,True
Steven Hall,steven.hall@le.org,535.288.6754x67235,"Love, Jackson and Sullivan",535288675467235,True
Blake Martin,blake.martin@wilson-davis.org,459-725-0016x3997,Marshall Ltd Services,45972500163997,True
Kristen Baker,kristen.baker@robertson-franco.com,961.783.2810x459,Vega-Gill Group,9617832810459,True
Lisa Jones,lisa.jones@lee.com,680.578.1403x14190,Hunter-Chavez,680578140314190,True
Erika Knox,erika.knox@flores-byrd.info,643 719 5411x985,Parker LLC LLC,6437195411985,True
Ralph Murray,ralph.murray@robinson.biz,+1-953-220-9557x387,"Baker, Johns and Patterson",+19532209557387,True
Paige Walker,paige.walker@joyce.com,001.327.982.8988x633,Baker and Sons,0013279828988633,True
Megan Hampton,megan .hampton @graves .com,+1 407 557 2188,Hayes-Davis,+14075572188,False
Anthony Tucker,anthony.tucker@jensen-sharp.com,596.845.0556x7479,Wheeler-Hunt Ltd,59684505567479,True
Rachel Hall,rachel .hall @mcpherson .biz,+1 867 367 8114x6762,"Conner, Ramirez and Wallace",+186736781146762,False
Gerald Tucker,gerald.tucker@bartlett-roman.com,867.920.9034,"Lewis, Brown and Rodriguez",8679209034,True
Ashley Parks,ashley.parks@mayer.com,420.802.4322x5138,"Compton, Miller and Griffin",42080243225138,True
Bianca Brown,bianca.brown@davis-walker.org,001.769.443.4416,"Delgado, Lopez and Castaneda",0017694434416,True
Tamara Smith,tamara.smith@chase.net,482.493.9677,Vaughn-York,4824939677,True
Joshua Green,joshua.green@dennis.com,001 465 669 1112x5199,Harris-Bell,00146566911125199,True
Danielle Washington,danielle@invalid-domain,623522 5875,Jones-Stewart,6235225875,False
Frank Galloway,frank.galloway@rios-thompson.com,651-957-9657,Crane Ltd Solutions,6519579657,True
Sherry Baker,sherry.baker@smith.biz,748 627 5812x2082,Rose LLC Services,74862758122082,True
Jennifer Smith,jennifer .smith @wilcox .com,772.705.3028x4722,"Fletcher, Richardson and Barnes",77270530284722,False
Leonard Ramirez,leonard.ramirez@dyer.com,+1-259-982-2157,Macias-Franklin Inc,+12599822157,True
Carla Frazier,carla.frazier@marks.org,9772052308,Anthony Inc,9772052308,True
Brandon Barnett,brandon.barnett@evans.org,318.957.1721x192,Hunt-Rodriguez Ltd,3189571721192,True
Catherine Martinez,catherine.martinez@house-short.com,001-658-459-6421,Wood Ltd Systems,0016584596421,True
Jeffrey Martinez,jeffrey .martinez @rogers .com,2442859778,"Long, Pope and Miller Ltd",2442859778,False
Rhonda Clarke,rhonda.clarke@rodriguez.com,001 255 446 4910x89552,"Hurst, Anderson and Miller Technologies",001255446491089552,True
Jonathon Gibson,jonathon.gibson@mcdonald-fernandez.com,943989 6227x366,Kim-Mclaughlin,9439896227366,True
Clayton Rodriguez,clayton.rodriguez@stone.com,+1-680-871-7565,Craig Inc Solutions,+16808717565,True
Allison Luna,allison.luna@gordon.com,860-203-9812,"Gonzalez, Boone and Fernandez Technologies",8602039812,True
Katie Garza,katie.garza@gonzalez.biz,(351)760-8112,Thompson Group,3517608112,True
Mindy Jackson,mindy.jackson@howe.org,001.436.896.2348x8166,"Daniel, Nguyen and Sandoval",00143689623488166,True
Glen Kim,glen@invalid-domain,001-468-550-2829x30679,Parker-Clayton,001468550282930679,False
Brandon Taylor,brandon.taylor@higgins-palmer.com,561-569-9324,Tyler-Willis Technologies,5615699324,True
Raymond Park,raymond.park@williams.biz,273.605.9263x3722,Davis and Sons,27360592633722,True
Matthew Pratt,matthew.pratt@white-perez.com,338408 1221,Jacobs and Sons LLC,3384081221,True
Jerry Ballard,jerry.ballard@zavala-hunt.com,001-715-824-6901x88878,"Fuller, Smith and Marshall Solutions",001715824690188878,True
Jessica Fuller,jessica.fuller@brewer-diaz.org,920.976.4294x19295,"Kerr, Johnson and Taylor",920976429419295,True
Christopher Gillespie,christopher.gillespie@callahan.com,001 866 278 9536x972,"Mays, Gomez and Jones Group",0018662789536972,True
Seth Robinson,seth.robinson@smith.com,001-549-466-8058x22102,"Murphy, Mills and Wright",001549466805822102,True
Mark Webb,mark.webb@stein.biz,001.366.261.8328x7495,Farmer and Sons Corp,00136626183287495,True
Melissa Taylor,melissa.taylor@zimmerman.com,666947 8309x1451,"Mills, Hogan and Adams",66694783091451,True
Thomas Nunez,thomas.nunez@valencia-mitchell.info,+1 740 885 9250x21740,Mosley-Poole,+1740885925021740,True
Danny Hess,danny.hess@arnold.biz,913-642-4276x172,"Hicks, Robinson and Reynolds Solutions",9136424276172,True
Jose Wong,jose.wong@alvarez.com,760.696.6613x483,Mcneil LLC,7606966613483,True
Cindy Hurley,cindy.hurley@buck.biz,(681)550-6379,Walker-Watkins,6815506379,True
Danielle Kennedy,danielle.kennedy@rubio-gonzales.com,966.923.9353,Daniels-Davenport LLC,9669239353,True
Krista Roberts,krista.roberts@smith.com,+1 403 981 8927,"Schwartz, Jackson and Crawford",+14039818927,True
Christian Good,christian.good@larson.org,001-875-237-2118,Harper-Phelps,0018752372118,True
Pamela Joyce,pamela.joyce@miller.com,9214025759,Weeks-Myers,9214025759,True
Ricardo Orozco,ricardo.orozco@obrien.com,380.629.6670x674,"Hanson, Johnson and Gaines Systems",3806296670674,True
Curtis Blair,curtis.blair@johnson.com,(635)445-5374x99880,Brock LLC,635445537499880,True
Amanda Coleman,amanda.coleman@braun.net,001 906 492 7361,Smith-Silva LLC,0019064927361,True
James Anderson,james.anderson@lowe-decker.biz,+1-454-830-2302x27456,Nielsen Group Ltd,+1454830230227456,True
Taylor Simon,taylor.simon@johnson.com,001.414.754.9476,"Romero, Taylor and Garza Solutions",0014147549476,True
Paula Walker,paula.walker@quinn.com,+1 534 425 8590,Hernandez-Lee,+15344258590,True
Shawn Blackwell,shawn.blackwell@martinez.com,623.501.9486,"Nelson, Fuller and Sherman",6235019486,True
Christopher Barton,christopher.barton@chavez-bennett.net,403412 1869,"Miranda, Chambers and Gordon Corp",4034121869,True
Mary Pacheco,mary.pacheco@hansen.com,432.321.1497,Wu-Duncan Group,4323211497,True
Eric Weber,eric.weber@bond.org,483.753.3852x9328,Mason-Hudson,48375338529328,True
Holly Duke,holly.duke@lindsey.com,308.975.6632x878,Turner Ltd Technologies,3089756632878,True
Alexandria Clark,alexandria.clark@delgado.org,001 447 305 7834x75889,Ortiz-Wilson Solutions,001447305783475889,True
Robert Johnson,robert.johnson@ramirez-richards.net,323.934.2262x29045,Franklin Inc LLC,323934226229045,True
Joanna Parker,joanna.parker@watson.info,990.668.4782x0846,"Gutierrez, Ayers and Harrison",99066847820846,True
Matthew Steele,matthew.steele@pope.com,+1-253-788-6571x4853,Edwards Inc Ltd,+125378865714853,True
Jessica Ware,jessica.ware@johnston.com,783.911.0575x0852,Bowman-Nguyen Ltd,78391105750852,True
Michelle Bennett,michelle.bennett@norris.com,765-764-2971x246,Peters-Jarvis Corp,7657642971246,True
Michelle Delacruz,michelle.delacruz@sanchez.net,+1-925-201-2214x6360,"Morris, Carey and Wilson",+192520122146360,True
Jermaine Ramsey,jermaine.ramsey@evans-johnson.com,866.700.7856x2433,Zimmerman-Stewart,86670078562433,True
Jonathan Mitchell,jonathan.mitchell@figueroa.com,+1-506-396-4569x71738,"Francis, Perry and Perez",+1506396456971738,True
Destiny Rodriguez,destiny.rodriguez@james.com,591449 3650x973,Gonzalez-Mcguire,5914493650973,True
Daniel Gray,daniel.gray@wells.com,(872)591-4703x477,"Doyle, Young and Washington",8725914703477,True
Diana Benton,diana.benton@vaughn.net,474.274.6782,Williams-Hughes,4742746782,True
Walter Martinez,walter.martinez@vincent-tran.com,351-585-5555x9054,"Williams, King and Morrow Inc",35158555559054,True
Christine Blackwell,christine.blackwell@herring.com,685-577-6374x765,Matthews-Small,6855776374765,True
Lucas Lindsey,lucas .lindsey @rosales .com,629 525 4121x6404,Sheppard-Walker,62952541216404,False
Taylor Ortega,taylor.ortega@stein-hawkins.com,637.343.1305,Jones Ltd,6373431305,True
John Brooks,john.brooks@gaines-martinez.com,+1-712-596-0463x454,Joseph and Sons Group,+17125960463454,True
Krista Smith,krista.smith@johnson.org,206 499 3681,Lam Ltd LLC,2064993681,True
Tiffany Jordan,tiffany.jordan@brennan.com,213.733.4189x54506,Rivera-Avila,213733418954506,True
Kristin Martinez,kristin.martinez@rasmussen-hall.com,+1.241.423.7947x3765,Gould-Ferguson,+124142379473765,True
Ralph Cook,ralph.cook@crawford.com,657.608.9974,Bryant Ltd Ltd,6576089974,True
Tiffany Park,tiffany.park@brown-simmons.com,465205 4957x223,"Cervantes, Lopez and Allen",4652054957223,True
Erin Holt,erin.holt@ray.com,848 842 7877x9483,Todd-Shaw,84884278779483,True
Diana Gibson,diana.gibson@johnson.info,658.347.1248,Collier LLC Services,6583471248,True
Erin Garcia,erin.garcia@medina.biz,471 647 3104x25764,Alexander Inc,471647310425764,True
Jamie Campbell,jamie.campbell@jones-kim.net,001-374-852-7491x9611,"Walker, Dean and Murphy Ltd",00137485274919611,True
Brent Mcknight,brent.mcknight@cain.info,354.245.4266x98201,"Murphy, Sanchez and Adams Inc",354245426698201,True
Edwin Hughes,edwin@invalid-domain,230749 9030x21647,Williams-Rodriguez,230749903021647,False
Allen Jackson,allen.jackson@vega-taylor.org,(927)558-6222x45520,Curry-Cortez,927558622245520,True
Nicole Walker,nicole.walker@mitchell.com,421536 6577,"Taylor, Vasquez and Rowe Inc",4215366577,True
Brandon Welch,brandon.welch@villa.com,637 392 9102x09568,Steele and Sons Ltd,637392910209568,True
Calvin Velasquez,calvin.velasquez@schroeder-pruitt.com,+1 937 782 1918x894,"Ray, Perez and Williams Ltd",+19377821918894,True
Tammy Young,tammy.young@williams-williams.com,(895)986-6750,Rodriguez-Roberts,8959866750,True
Michael Smith,michael.smith@stevens.org,(469)373-7703,Lester Ltd Inc,4693737703,True
James Oneill,james.oneill@jackson.com,798.363.4682x5263,Alexander Inc,79836346825263,True
Gerald Gonzalez,gerald.gonzalez@williams-mcguire.com,001-492-507-3799,Duke LLC,0014925073799,True
Nicholas Bryan,nicholas.bryan@lowe-thomas.biz,977.700.7149x090,Price Group,9777007149090,True
Dana Garcia,dana.garcia@reed-olsen.biz,3787808387,Rhodes-Pearson,3787808387,True
Danielle Foster,danielle.foster@perez.com,927 319 7184,Patel Ltd,9273197184,True
Mary Love,mary..love@smith.info,(725)965-7950,"Guerrero, Johnson and Davis Solutions",7259657950,True
Bobby Ward,bobby.ward@hardin-osborne.com,571-788-2952x3858,"Wright, Jimenez and Anderson Systems",57178829523858,True
Lisa Rodriguez,lisa.rodriguez@crawford.com,(676)361-9105x0424,Garcia PLC,67636191050424,True
Paul Miller,paul.miller@krueger.com,001-258-587-0523x1867,"Reyes, Flores and Martinez",00125858705231867,True
Christopher Williams,christopher.williams@castillo-evans.com,250.367.3128,Wilson LLC LLC,2503673128,True
Michael Graves,michael.graves@reid-hebert.com,+1 916 998 8924x84515,Mendez Ltd,+1916998892484515,True
Michael Miller,michael.miller@richardson-daniels.com,567-713-7808,Riley-Vazquez,5677137808,True
Patricia Garcia,patricia.garcia@morales-nicholson.biz,001-362-408-0074x92236,Vaughn-Phillips,001362408007492236,True
Jeremy Parker,jeremy.parker@cook.biz,564.483.4853,"Turner, Davis and Skinner Systems",5644834853,True
Timothy Alexander,timothy.alexander@jones.net,680.881.9955,"Campbell, Hansen and Baxter",6808819955,True
David Mckay,david.mckay@smith.org,625.845.1179,"Russell, Baker and Gonzalez Inc",6258451179,True
Brian Montoya,brian.montoya@smith.com,953.501.4330x470,Erickson Ltd Inc,9535014330470,True
Joshua Burch,joshua.burch@guzman.biz,+1.827.295.5300x69478,Reeves-Key LLC,+1827295530069478,True
